informant_id,CONJ,IC,STR/SL,ANSWER,cause_effect,context
40,and,ic2,str,yes,,bias
40,and,ic2,str,yes,,bias
40,and,ic2,sl,no,,bias
40,if,ic2,str,yes,eff,bias
40,if,ic2,sl,no,eff,bias
40,and,ic1,sl,yes,,bias
40,and,ic1,str,no,,bias
40,so,ic2,str,no,cau,bias
40,so,ic2,sl,yes,cau,bias
40,if,ic2,sl,yes,eff,bias
40,if,ic2,str,no,eff,bias
40,so,ic1,sl,yes,cau,bias
40,so,ic1,str,no,cau,bias
40,and,ic2,str,yes,,bias
40,and,ic2,sl,no,,bias
40,if,non,str,no,eff,bias
40,if,non,sl,yes,eff,bias
40,if,ic1,str,no,eff,bias
40,if,ic1,sl,yes,eff,bias
40,if,ic2,sl,yes,eff,bias
40,if,ic2,str,no,eff,bias
40,if,ic1,sl,yes,eff,bias
40,if,ic1,str,no,eff,bias
40,if,ic1,str,no,eff,bias
40,if,ic1,sl,yes,eff,bias
40,so,non,str,yes,cau,bias
40,so,non,sl,no,cau,bias
40,if,ic1,sl,yes,eff,bias
40,if,ic1,str,no,eff,bias
40,and,non,sl,yes,,bias
40,and,non,str,no,,bias
40,so,non,sl,yes,eff,bias
40,so,non,str,no,eff,bias
40,so,non,sl,yes,eff,bias
40,so,non,str,no,eff,bias
40,and,ic2,sl,yes,,bias
40,and,ic2,str,no,,bias
40,and,ic2,str,no,,bias
40,and,ic2,sl,yes,,bias
40,if,ic2,str,no,eff,bias
40,if,ic2,sl,yes,eff,bias
40,and,ic1,sl,yes,,bias
40,and,ic1,str,no,,bias
40,so,ic2,str,no,cau,bias
40,so,ic2,sl,yes,cau,bias
40,if,ic2,sl,yes,eff,bias
40,if,ic2,str,no,eff,bias
40,so,ic1,sl,yes,cau,bias
40,so,ic1,str,no,cau,bias
40,and,ic2,str,no,,bias
40,and,ic2,sl,yes,,bias
40,if,non,str,no,eff,bias
40,if,non,sl,yes,eff,bias
40,if,ic1,str,no,eff,bias
40,if,ic1,sl,yes,eff,bias
40,if,ic2,sl,yes,eff,bias
40,if,ic2,str,no,eff,bias
40,if,ic1,sl,yes,eff,bias
40,if,ic1,str,no,eff,bias
40,if,ic1,str,no,eff,bias
40,if,ic1,sl,yes,eff,bias
40,so,non,str,no,cau,bias
40,so,non,sl,yes,cau,bias
40,if,ic1,sl,yes,eff,bias
40,if,ic1,str,no,eff,bias
40,and,non,sl,yes,,bias
40,and,non,str,no,,bias
40,so,non,sl,no,eff,bias
40,so,non,str,yes,eff,bias
40,so,non,sl,yes,eff,bias
40,so,non,str,no,eff,bias
42,and,ic2,sl,yes,,bias
42,and,ic2,str,no,,bias
42,and,ic2,str,yes,,bias
42,and,ic2,sl,yes,,bias
42,if,ic2,str,no,eff,bias
42,if,ic2,sl,yes,eff,bias
42,and,ic1,sl,yes,,bias
42,and,ic1,str,no,,bias
42,so,ic2,str,no,cau,bias
42,so,ic2,sl,yes,cau,bias
42,if,ic2,sl,yes,eff,bias
42,if,ic2,str,no,eff,bias
42,so,ic1,sl,yes,cau,bias
42,so,ic1,str,no,cau,bias
42,and,ic2,str,no,,bias
42,and,ic2,sl,yes,,bias
42,if,non,str,no,eff,bias
42,if,non,sl,yes,eff,bias
42,if,ic1,str,no,eff,bias
42,if,ic1,sl,yes,eff,bias
42,if,ic2,sl,yes,eff,bias
42,if,ic2,str,no,eff,bias
42,if,ic1,sl,yes,eff,bias
42,if,ic1,str,no,eff,bias
42,if,ic1,str,no,eff,bias
42,if,ic1,sl,yes,eff,bias
42,so,non,str,no,cau,bias
42,so,non,sl,yes,cau,bias
42,if,ic1,sl,yes,eff,bias
42,if,ic1,str,no,eff,bias
42,and,non,sl,yes,,bias
42,and,non,str,no,,bias
42,so,non,sl,no,eff,bias
42,so,non,str,yes,eff,bias
42,so,non,sl,yes,eff,bias
42,so,non,str,no,eff,bias
42,and,ic2,sl,yes,,bias
42,and,ic2,str,no,,bias
42,and,ic2,str,no,,bias
42,and,ic2,sl,yes,,bias
42,if,ic2,str,no,eff,bias
42,if,ic2,sl,yes,eff,bias
42,and,ic1,sl,yes,,bias
42,and,ic1,str,no,,bias
42,so,ic2,str,no,cau,bias
42,so,ic2,sl,yes,cau,bias
42,if,ic2,sl,yes,eff,bias
42,if,ic2,str,no,eff,bias
42,so,ic1,sl,yes,cau,bias
42,so,ic1,str,no,cau,bias
42,and,ic2,str,no,,bias
42,and,ic2,sl,yes,,bias
42,if,non,str,yes,eff,bias
42,if,non,sl,no,eff,bias
42,if,ic1,str,yes,eff,bias
42,if,ic1,sl,no,eff,bias
42,if,ic2,sl,yes,eff,bias
42,if,ic2,str,no,eff,bias
42,if,ic1,sl,yes,eff,bias
42,if,ic1,str,no,eff,bias
42,if,ic1,str,no,eff,bias
42,if,ic1,sl,yes,eff,bias
42,so,non,str,no,cau,bias
42,so,non,sl,yes,cau,bias
42,if,ic1,sl,yes,eff,bias
42,if,ic1,str,no,eff,bias
42,and,non,sl,yes,,bias
42,and,non,str,no,,bias
42,so,non,sl,no,eff,bias
42,so,non,str,yes,eff,bias
42,so,non,sl,yes,eff,bias
42,so,non,str,no,eff,bias
44,and,ic2,sl,yes,,bias
44,and,ic2,str,no,,bias
44,and,ic2,str,yes,,bias
44,and,ic2,sl,yes,,bias
44,if,ic2,str,yes,eff,bias
44,if,ic2,sl,no,eff,bias
44,and,ic1,sl,yes,,bias
44,and,ic1,str,no,,bias
44,so,ic2,str,no,cau,bias
44,so,ic2,sl,no,cau,bias
44,if,ic2,sl,yes,eff,bias
44,if,ic2,str,no,eff,bias
44,so,ic1,sl,no,cau,bias
44,so,ic1,str,yes,cau,bias
44,and,ic2,str,no,,bias
44,and,ic2,sl,yes,,bias
44,if,non,str,no,eff,bias
44,if,non,sl,yes,eff,bias
44,if,ic1,str,no,eff,bias
44,if,ic1,sl,yes,eff,bias
44,if,ic2,sl,yes,eff,bias
44,if,ic2,str,yes,eff,bias
44,if,ic1,sl,yes,eff,bias
44,if,ic1,str,yes,eff,bias
44,if,ic1,str,no,eff,bias
44,if,ic1,sl,yes,eff,bias
44,so,non,str,no,cau,bias
44,so,non,sl,yes,cau,bias
44,if,ic1,sl,yes,eff,bias
44,if,ic1,str,no,eff,bias
44,and,non,sl,yes,,bias
44,and,non,str,no,,bias
44,so,non,sl,yes,eff,bias
44,so,non,str,no,eff,bias
44,so,non,sl,yes,eff,bias
44,so,non,str,no,eff,bias
44,and,ic2,sl,yes,,bias
44,and,ic2,str,yes,,bias
44,and,ic2,str,yes,,bias
44,and,ic2,sl,yes,,bias
44,if,ic2,str,yes,eff,bias
44,if,ic2,sl,no,eff,bias
44,and,ic1,sl,yes,,bias
44,and,ic1,str,yes,,bias
44,so,ic2,str,yes,cau,bias
44,so,ic2,sl,yes,cau,bias
44,if,ic2,sl,no,eff,bias
44,if,ic2,str,yes,eff,bias
44,so,ic1,sl,no,cau,bias
44,so,ic1,str,no,cau,bias
44,and,ic2,str,yes,,bias
44,and,ic2,sl,no,,bias
44,if,non,str,no,eff,bias
44,if,non,sl,yes,eff,bias
44,if,ic1,str,no,eff,bias
44,if,ic1,sl,yes,eff,bias
44,if,ic2,sl,no,eff,bias
44,if,ic2,str,no,eff,bias
44,if,ic1,sl,no,eff,bias
44,if,ic1,str,yes,eff,bias
44,if,ic1,str,no,eff,bias
44,if,ic1,sl,yes,eff,bias
44,so,non,str,yes,cau,bias
44,so,non,sl,no,cau,bias
44,if,ic1,sl,yes,eff,bias
44,if,ic1,str,no,eff,bias
44,and,non,sl,yes,,bias
44,and,non,str,yes,,bias
44,so,non,sl,no,eff,bias
44,so,non,str,yes,eff,bias
44,so,non,sl,yes,eff,bias
44,so,non,str,no,eff,bias
46,and,ic2,sl,no,,bias
46,and,ic2,str,yes,,bias
46,and,ic2,str,no,,bias
46,and,ic2,sl,yes,,bias
46,if,ic2,str,no,eff,bias
46,if,ic2,sl,yes,eff,bias
46,and,ic1,sl,yes,,bias
46,and,ic1,str,no,,bias
46,so,ic2,str,yes,cau,bias
46,so,ic2,sl,yes,cau,bias
46,if,ic2,sl,yes,eff,bias
46,if,ic2,str,yes,eff,bias
46,so,ic1,sl,yes,cau,bias
46,so,ic1,str,no,cau,bias
46,and,ic2,str,no,,bias
46,and,ic2,sl,yes,,bias
46,if,non,str,no,eff,bias
46,if,non,sl,yes,eff,bias
46,if,ic1,str,no,eff,bias
46,if,ic1,sl,yes,eff,bias
46,if,ic2,sl,yes,eff,bias
46,if,ic2,str,no,eff,bias
46,if,ic1,sl,yes,eff,bias
46,if,ic1,str,no,eff,bias
46,if,ic1,str,no,eff,bias
46,if,ic1,sl,yes,eff,bias
46,so,non,str,no,cau,bias
46,so,non,sl,yes,cau,bias
46,if,ic1,sl,yes,eff,bias
46,if,ic1,str,no,eff,bias
46,and,non,sl,yes,,bias
46,and,non,str,no,,bias
46,so,non,sl,yes,eff,bias
46,so,non,str,no,eff,bias
46,so,non,sl,yes,eff,bias
46,so,non,str,no,eff,bias
46,and,ic2,sl,yes,,bias
46,and,ic2,str,no,,bias
46,and,ic2,str,yes,,bias
46,and,ic2,sl,yes,,bias
46,if,ic2,str,no,eff,bias
46,if,ic2,sl,yes,eff,bias
46,and,ic1,sl,yes,,bias
46,and,ic1,str,no,,bias
46,so,ic2,str,yes,cau,bias
46,so,ic2,sl,yes,cau,bias
46,if,ic2,sl,yes,eff,bias
46,if,ic2,str,yes,eff,bias
46,so,ic1,sl,no,cau,bias
46,so,ic1,str,yes,cau,bias
46,and,ic2,str,no,,bias
46,and,ic2,sl,yes,,bias
46,if,non,str,no,eff,bias
46,if,non,sl,yes,eff,bias
46,if,ic1,str,no,eff,bias
46,if,ic1,sl,yes,eff,bias
46,if,ic2,sl,yes,eff,bias
46,if,ic2,str,yes,eff,bias
46,if,ic1,sl,no,eff,bias
46,if,ic1,str,yes,eff,bias
46,if,ic1,str,yes,eff,bias
46,if,ic1,sl,yes,eff,bias
46,so,non,str,no,cau,bias
46,so,non,sl,yes,cau,bias
46,if,ic1,sl,yes,eff,bias
46,if,ic1,str,no,eff,bias
46,and,non,sl,yes,,bias
46,and,non,str,no,,bias
46,so,non,sl,no,eff,bias
46,so,non,str,yes,eff,bias
46,so,non,sl,yes,eff,bias
46,so,non,str,no,eff,bias
48,and,ic2,sl,yes,,bias
48,and,ic2,str,no,,bias
48,and,ic2,str,no,,bias
48,and,ic2,sl,yes,,bias
48,if,ic2,str,yes,eff,bias
48,if,ic2,sl,no,eff,bias
48,and,ic1,sl,yes,,bias
48,and,ic1,str,no,,bias
48,so,ic2,str,yes,cau,bias
48,so,ic2,sl,no,cau,bias
48,if,ic2,sl,yes,eff,bias
48,if,ic2,str,no,eff,bias
48,so,ic1,sl,no,cau,bias
48,so,ic1,str,no,cau,bias
48,and,ic2,str,no,,bias
48,and,ic2,sl,yes,,bias
48,if,non,str,no,eff,bias
48,if,non,sl,yes,eff,bias
48,if,ic1,str,no,eff,bias
48,if,ic1,sl,yes,eff,bias
48,if,ic2,sl,yes,eff,bias
48,if,ic2,str,no,eff,bias
48,if,ic1,sl,yes,eff,bias
48,if,ic1,str,no,eff,bias
48,if,ic1,str,no,eff,bias
48,if,ic1,sl,yes,eff,bias
48,so,non,str,yes,cau,bias
48,so,non,sl,no,cau,bias
48,if,ic1,sl,yes,eff,bias
48,if,ic1,str,no,eff,bias
48,and,non,sl,yes,,bias
48,and,non,str,no,,bias
48,so,non,sl,no,eff,bias
48,so,non,str,yes,eff,bias
48,so,non,sl,yes,eff,bias
48,so,non,str,no,eff,bias
48,and,ic2,sl,yes,,bias
48,and,ic2,str,no,,bias
48,and,ic2,str,no,,bias
48,and,ic2,sl,yes,,bias
48,if,ic2,str,no,eff,bias
48,if,ic2,sl,yes,eff,bias
48,and,ic1,sl,yes,,bias
48,and,ic1,str,no,,bias
48,so,ic2,str,yes,cau,bias
48,so,ic2,sl,no,cau,bias
48,if,ic2,sl,no,eff,bias
48,if,ic2,str,yes,eff,bias
48,so,ic1,sl,yes,cau,bias
48,so,ic1,str,no,cau,bias
48,and,ic2,str,no,,bias
48,and,ic2,sl,yes,,bias
48,if,non,str,no,eff,bias
48,if,non,sl,yes,eff,bias
48,if,ic1,str,no,eff,bias
48,if,ic1,sl,yes,eff,bias
48,if,ic2,sl,no,eff,bias
48,if,ic2,str,yes,eff,bias
48,if,ic1,sl,yes,eff,bias
48,if,ic1,str,no,eff,bias
48,if,ic1,str,no,eff,bias
48,if,ic1,sl,yes,eff,bias
48,so,non,str,no,cau,bias
48,so,non,sl,yes,cau,bias
48,if,ic1,sl,yes,eff,bias
48,if,ic1,str,no,eff,bias
48,and,non,sl,yes,,bias
48,and,non,str,no,,bias
48,so,non,sl,no,eff,bias
48,so,non,str,yes,eff,bias
48,so,non,sl,yes,eff,bias
48,so,non,str,no,eff,bias
50,and,ic2,sl,yes,,bias
50,and,ic2,str,no,,bias
50,and,ic2,str,no,,bias
50,and,ic2,sl,yes,,bias
50,if,ic2,str,no,eff,bias
50,if,ic2,sl,yes,eff,bias
50,and,ic1,sl,yes,,bias
50,and,ic1,str,no,,bias
50,so,ic2,str,no,cau,bias
50,so,ic2,sl,yes,cau,bias
50,if,ic2,sl,yes,eff,bias
50,if,ic2,str,no,eff,bias
50,so,ic1,sl,yes,cau,bias
50,so,ic1,str,no,cau,bias
50,and,ic2,str,no,,bias
50,and,ic2,sl,yes,,bias
50,if,non,str,no,eff,bias
50,if,non,sl,yes,eff,bias
50,if,ic1,str,no,eff,bias
50,if,ic1,sl,yes,eff,bias
50,if,ic2,sl,yes,eff,bias
50,if,ic2,str,no,eff,bias
50,if,ic1,sl,yes,eff,bias
50,if,ic1,str,no,eff,bias
50,if,ic1,str,no,eff,bias
50,if,ic1,sl,yes,eff,bias
50,so,non,str,no,cau,bias
50,so,non,sl,yes,cau,bias
50,if,ic1,sl,yes,eff,bias
50,if,ic1,str,no,eff,bias
50,and,non,sl,yes,,bias
50,and,non,str,no,,bias
50,so,non,sl,no,eff,bias
50,so,non,str,yes,eff,bias
50,so,non,sl,yes,eff,bias
50,so,non,str,no,eff,bias
50,and,ic2,sl,yes,,bias
50,and,ic2,str,no,,bias
50,and,ic2,str,yes,,bias
50,and,ic2,sl,yes,,bias
50,if,ic2,str,yes,eff,bias
50,if,ic2,sl,yes,eff,bias
50,and,ic1,sl,yes,,bias
50,and,ic1,str,no,,bias
50,so,ic2,str,no,cau,bias
50,so,ic2,sl,yes,cau,bias
50,if,ic2,sl,yes,eff,bias
50,if,ic2,str,no,eff,bias
50,so,ic1,sl,yes,cau,bias
50,so,ic1,str,no,cau,bias
50,and,ic2,str,no,,bias
50,and,ic2,sl,yes,,bias
50,if,non,str,no,eff,bias
50,if,non,sl,yes,eff,bias
50,if,ic1,str,no,eff,bias
50,if,ic1,sl,yes,eff,bias
50,if,ic2,sl,yes,eff,bias
50,if,ic2,str,no,eff,bias
50,if,ic1,sl,yes,eff,bias
50,if,ic1,str,no,eff,bias
50,if,ic1,str,no,eff,bias
50,if,ic1,sl,yes,eff,bias
50,so,non,str,no,cau,bias
50,so,non,sl,yes,cau,bias
50,if,ic1,sl,yes,eff,bias
50,if,ic1,str,no,eff,bias
50,and,non,sl,yes,,bias
50,and,non,str,no,,bias
50,so,non,sl,yes,eff,bias
50,so,non,str,no,eff,bias
50,so,non,sl,yes,eff,bias
50,so,non,str,no,eff,bias
1,and,ic1,sl,yes,,no_bias
1,and,ic1,str,no,,no_bias
1,so,non,str,no,cau,no_bias
1,so,non,sl,yes,cau,no_bias
1,and,ic1,sl,yes,,no_bias
1,and,ic1,str,no,,no_bias
1,and,ic2,str,no,,no_bias
1,and,ic2,sl,yes,,no_bias
1,and,non,str,no,,no_bias
1,and,non,sl,yes,,no_bias
1,so,ic2,str,no,cau,no_bias
1,so,ic2,sl,yes,cau,no_bias
1,and,non,sl,yes,,no_bias
1,and,non,str,no,,no_bias
1,and,non,str,no,,no_bias
1,and,non,sl,yes,,no_bias
1,so,ic2,str,no,eff,no_bias
1,so,ic2,sl,yes,eff,no_bias
1,so,ic1,sl,yes,eff,no_bias
1,so,ic1,str,no,eff,no_bias
1,if,ic2,str,yes,eff,no_bias
1,if,ic2,sl,no,eff,no_bias
1,so,ic1,sl,yes,cau,no_bias
1,so,ic1,str,no,cau,no_bias
1,if,non,str,no,eff,no_bias
1,if,non,sl,yes,eff,no_bias
1,if,non,sl,yes,eff,no_bias
1,if,non,str,no,eff,no_bias
1,and,ic1,sl,yes,,no_bias
1,and,ic1,str,no,,no_bias
1,if,non,str,no,eff,no_bias
1,if,non,sl,no,eff,no_bias
1,so,ic1,sl,yes,eff,no_bias
1,so,ic1,str,no,eff,no_bias
1,so,ic2,sl,yes,eff,no_bias
1,so,ic2,str,no,eff,no_bias
1,and,ic2,sl,yes,,no_bias
1,and,ic2,str,no,,no_bias
1,and,ic2,str,no,,no_bias
1,and,ic2,sl,yes,,no_bias
1,if,ic2,str,no,eff,no_bias
1,if,ic2,sl,yes,eff,no_bias
1,and,ic1,sl,yes,,no_bias
1,and,ic1,str,no,,no_bias
1,so,ic2,str,no,cau,no_bias
1,so,ic2,sl,yes,cau,no_bias
1,if,ic2,sl,yes,eff,no_bias
1,if,ic2,str,no,eff,no_bias
1,so,ic1,sl,yes,cau,no_bias
1,so,ic1,str,no,cau,no_bias
1,and,ic2,str,no,,no_bias
1,and,ic2,sl,yes,,no_bias
1,if,non,str,no,eff,no_bias
1,if,non,sl,yes,eff,no_bias
1,if,ic1,str,no,eff,no_bias
1,if,ic1,sl,yes,eff,no_bias
1,if,ic2,sl,yes,eff,no_bias
1,if,ic2,str,no,eff,no_bias
1,if,ic1,sl,yes,eff,no_bias
1,if,ic1,str,no,eff,no_bias
1,if,ic1,str,no,eff,no_bias
1,if,ic1,sl,yes,eff,no_bias
1,so,non,str,no,cau,no_bias
1,so,non,sl,yes,cau,no_bias
1,if,ic1,sl,yes,eff,no_bias
1,if,ic1,str,no,eff,no_bias
1,and,non,sl,yes,,no_bias
1,and,non,str,no,,no_bias
1,so,non,sl,yes,eff,no_bias
1,so,non,str,no,eff,no_bias
1,so,non,sl,yes,eff,no_bias
1,so,non,str,no,eff,no_bias
2,and,ic1,sl,yes,,no_bias
2,and,ic1,str,no,,no_bias
2,so,non,str,no,cau,no_bias
2,so,non,sl,yes,cau,no_bias
2,and,ic1,sl,yes,,no_bias
2,and,ic1,str,no,,no_bias
2,and,ic2,str,no,,no_bias
2,and,ic2,sl,yes,,no_bias
2,and,non,str,yes,,no_bias
2,and,non,sl,yes,,no_bias
2,so,ic2,str,no,cau,no_bias
2,so,ic2,sl,yes,cau,no_bias
2,and,non,sl,yes,,no_bias
2,and,non,str,no,,no_bias
2,and,non,str,yes,,no_bias
2,and,non,sl,yes,,no_bias
2,so,ic2,str,no,eff,no_bias
2,so,ic2,sl,yes,eff,no_bias
2,so,ic1,sl,yes,eff,no_bias
2,so,ic1,str,no,eff,no_bias
2,if,ic2,str,no,eff,no_bias
2,if,ic2,sl,yes,eff,no_bias
2,so,ic1,sl,yes,cau,no_bias
2,so,ic1,str,no,cau,no_bias
2,if,non,str,no,eff,no_bias
2,if,non,sl,yes,eff,no_bias
2,if,non,sl,yes,eff,no_bias
2,if,non,str,no,eff,no_bias
2,and,ic1,sl,yes,,no_bias
2,and,ic1,str,no,,no_bias
2,if,non,str,no,eff,no_bias
2,if,non,sl,no,eff,no_bias
2,so,ic1,sl,yes,eff,no_bias
2,so,ic1,str,no,eff,no_bias
2,so,ic2,sl,yes,eff,no_bias
2,so,ic2,str,no,eff,no_bias
2,and,ic2,sl,yes,,no_bias
2,and,ic2,str,no,,no_bias
2,and,ic2,str,no,,no_bias
2,and,ic2,sl,yes,,no_bias
2,if,ic2,str,no,eff,no_bias
2,if,ic2,sl,yes,eff,no_bias
2,and,ic1,sl,yes,,no_bias
2,and,ic1,str,no,,no_bias
2,so,ic2,str,yes,cau,no_bias
2,so,ic2,sl,yes,cau,no_bias
2,if,ic2,sl,yes,eff,no_bias
2,if,ic2,str,no,eff,no_bias
2,so,ic1,sl,yes,cau,no_bias
2,so,ic1,str,no,cau,no_bias
2,and,ic2,str,yes,,no_bias
2,and,ic2,sl,yes,,no_bias
2,if,non,str,no,eff,no_bias
2,if,non,sl,yes,eff,no_bias
2,if,ic1,str,yes,eff,no_bias
2,if,ic1,sl,yes,eff,no_bias
2,if,ic2,sl,yes,eff,no_bias
2,if,ic2,str,no,eff,no_bias
2,if,ic1,sl,yes,eff,no_bias
2,if,ic1,str,no,eff,no_bias
2,if,ic1,str,no,eff,no_bias
2,if,ic1,sl,yes,eff,no_bias
2,so,non,str,no,cau,no_bias
2,so,non,sl,yes,cau,no_bias
2,if,ic1,sl,yes,eff,no_bias
2,if,ic1,str,no,eff,no_bias
2,and,non,sl,yes,,no_bias
2,and,non,str,no,,no_bias
2,so,non,sl,yes,eff,no_bias
2,so,non,str,yes,eff,no_bias
2,so,non,sl,yes,eff,no_bias
2,so,non,str,no,eff,no_bias
3,and,ic1,sl,yes,,no_bias
3,and,ic1,str,no,,no_bias
3,so,non,str,no,cau,no_bias
3,so,non,sl,yes,cau,no_bias
3,and,ic1,sl,yes,,no_bias
3,and,ic1,str,no,,no_bias
3,and,ic2,str,no,,no_bias
3,and,ic2,sl,yes,,no_bias
3,and,non,str,no,,no_bias
3,and,non,sl,yes,,no_bias
3,so,ic2,str,no,cau,no_bias
3,so,ic2,sl,yes,cau,no_bias
3,and,non,sl,yes,,no_bias
3,and,non,str,no,,no_bias
3,and,non,str,no,,no_bias
3,and,non,sl,yes,,no_bias
3,so,ic2,str,no,eff,no_bias
3,so,ic2,sl,yes,eff,no_bias
3,so,ic1,sl,yes,eff,no_bias
3,so,ic1,str,no,eff,no_bias
3,if,ic2,str,no,eff,no_bias
3,if,ic2,sl,yes,eff,no_bias
3,so,ic1,sl,yes,cau,no_bias
3,so,ic1,str,no,cau,no_bias
3,if,non,str,no,eff,no_bias
3,if,non,sl,yes,eff,no_bias
3,if,non,sl,yes,eff,no_bias
3,if,non,str,no,eff,no_bias
3,and,ic1,sl,yes,,no_bias
3,and,ic1,str,no,,no_bias
3,if,non,str,no,eff,no_bias
3,if,non,sl,yes,eff,no_bias
3,so,ic1,sl,yes,eff,no_bias
3,so,ic1,str,no,eff,no_bias
3,so,ic2,sl,yes,eff,no_bias
3,so,ic2,str,no,eff,no_bias
3,and,ic2,sl,yes,,no_bias
3,and,ic2,str,no,,no_bias
3,and,ic2,str,no,,no_bias
3,and,ic2,sl,yes,,no_bias
3,if,ic2,str,no,eff,no_bias
3,if,ic2,sl,yes,eff,no_bias
3,and,ic1,sl,yes,,no_bias
3,and,ic1,str,no,,no_bias
3,so,ic2,str,no,cau,no_bias
3,so,ic2,sl,yes,cau,no_bias
3,if,ic2,sl,yes,eff,no_bias
3,if,ic2,str,no,eff,no_bias
3,so,ic1,sl,yes,cau,no_bias
3,so,ic1,str,no,cau,no_bias
3,and,ic2,str,no,,no_bias
3,and,ic2,sl,yes,,no_bias
3,if,non,str,no,eff,no_bias
3,if,non,sl,yes,eff,no_bias
3,if,ic1,str,no,eff,no_bias
3,if,ic1,sl,yes,eff,no_bias
3,if,ic2,sl,yes,eff,no_bias
3,if,ic2,str,no,eff,no_bias
3,if,ic1,sl,yes,eff,no_bias
3,if,ic1,str,no,eff,no_bias
3,if,ic1,str,no,eff,no_bias
3,if,ic1,sl,yes,eff,no_bias
3,so,non,str,no,cau,no_bias
3,so,non,sl,yes,cau,no_bias
3,if,ic1,sl,yes,eff,no_bias
3,if,ic1,str,no,eff,no_bias
3,and,non,sl,yes,,no_bias
3,and,non,str,no,,no_bias
3,so,non,sl,yes,eff,no_bias
3,so,non,str,no,eff,no_bias
3,so,non,sl,yes,eff,no_bias
3,so,non,str,no,eff,no_bias
4,and,ic1,sl,yes,,no_bias
4,and,ic1,str,no,,no_bias
4,so,non,str,no,cau,no_bias
4,so,non,sl,yes,cau,no_bias
4,and,ic1,sl,yes,,no_bias
4,and,ic1,str,yes,,no_bias
4,and,ic2,str,no,,no_bias
4,and,ic2,sl,yes,,no_bias
4,and,non,str,no,,no_bias
4,and,non,sl,yes,,no_bias
4,so,ic2,str,yes,cau,no_bias
4,so,ic2,sl,no,cau,no_bias
4,and,non,sl,yes,,no_bias
4,and,non,str,no,,no_bias
4,and,non,str,no,,no_bias
4,and,non,sl,yes,,no_bias
4,so,ic2,str,yes,eff,no_bias
4,so,ic2,sl,no,eff,no_bias
4,so,ic1,sl,yes,eff,no_bias
4,so,ic1,str,no,eff,no_bias
4,if,ic2,str,no,eff,no_bias
4,if,ic2,sl,yes,eff,no_bias
4,so,ic1,sl,yes,cau,no_bias
4,so,ic1,str,yes,cau,no_bias
4,if,non,str,yes,eff,no_bias
4,if,non,sl,no,eff,no_bias
4,if,non,sl,yes,eff,no_bias
4,if,non,str,no,eff,no_bias
4,and,ic1,sl,yes,,no_bias
4,and,ic1,str,yes,,no_bias
4,if,non,str,yes,eff,no_bias
4,if,non,sl,yes,eff,no_bias
4,so,ic1,sl,yes,eff,no_bias
4,so,ic1,str,no,eff,no_bias
4,so,ic2,sl,yes,eff,no_bias
4,so,ic2,str,yes,eff,no_bias
4,and,ic2,sl,yes,,no_bias
4,and,ic2,str,no,,no_bias
4,and,ic2,str,yes,,no_bias
4,and,ic2,sl,yes,,no_bias
4,if,ic2,str,no,eff,no_bias
4,if,ic2,sl,yes,eff,no_bias
4,and,ic1,sl,yes,,no_bias
4,and,ic1,str,no,,no_bias
4,so,ic2,str,no,cau,no_bias
4,so,ic2,sl,yes,cau,no_bias
4,if,ic2,sl,yes,eff,no_bias
4,if,ic2,str,yes,eff,no_bias
4,so,ic1,sl,yes,cau,no_bias
4,so,ic1,str,yes,cau,no_bias
4,and,ic2,str,no,,no_bias
4,and,ic2,sl,yes,,no_bias
4,if,non,str,no,eff,no_bias
4,if,non,sl,yes,eff,no_bias
4,if,ic1,str,no,eff,no_bias
4,if,ic1,sl,yes,eff,no_bias
4,if,ic2,sl,yes,eff,no_bias
4,if,ic2,str,yes,eff,no_bias
4,if,ic1,sl,yes,eff,no_bias
4,if,ic1,str,yes,eff,no_bias
4,if,ic1,str,yes,eff,no_bias
4,if,ic1,sl,yes,eff,no_bias
4,so,non,str,yes,cau,no_bias
4,so,non,sl,yes,cau,no_bias
4,if,ic1,sl,yes,eff,no_bias
4,if,ic1,str,no,eff,no_bias
4,and,non,sl,yes,,no_bias
4,and,non,str,no,,no_bias
4,so,non,sl,no,eff,no_bias
4,so,non,str,yes,eff,no_bias
4,so,non,sl,yes,eff,no_bias
4,so,non,str,no,eff,no_bias
5,and,ic1,sl,yes,,no_bias
5,and,ic1,str,no,,no_bias
5,so,non,str,no,cau,no_bias
5,so,non,sl,yes,cau,no_bias
5,and,ic1,sl,yes,,no_bias
5,and,ic1,str,no,,no_bias
5,and,ic2,str,no,,no_bias
5,and,ic2,sl,yes,,no_bias
5,and,non,str,no,,no_bias
5,and,non,sl,yes,,no_bias
5,so,ic2,str,no,cau,no_bias
5,so,ic2,sl,yes,cau,no_bias
5,and,non,sl,yes,,no_bias
5,and,non,str,no,,no_bias
5,and,non,str,no,,no_bias
5,and,non,sl,yes,,no_bias
5,so,ic2,str,yes,eff,no_bias
5,so,ic2,sl,yes,eff,no_bias
5,so,ic1,sl,yes,eff,no_bias
5,so,ic1,str,no,eff,no_bias
5,if,ic2,str,no,eff,no_bias
5,if,ic2,sl,yes,eff,no_bias
5,so,ic1,sl,no,cau,no_bias
5,so,ic1,str,yes,cau,no_bias
5,if,non,str,yes,eff,no_bias
5,if,non,sl,no,eff,no_bias
5,if,non,sl,yes,eff,no_bias
5,if,non,str,no,eff,no_bias
5,and,ic1,sl,yes,,no_bias
