,informant_id,CONJ,IC,STR/SL,cause_effect,ANSWER,context
1270,118,if,ic2,sl,eff,no,no_bias
1271,118,if,ic2,str,eff,yes,no_bias
1272,118,if,ic1,str,eff,yes,no_bias
1273,118,if,ic1,sl,eff,no,no_bias
1274,118,so,non,sl,cau,yes,no_bias
1275,118,so,non,str,cau,no,no_bias
1276,118,so,non,sl,eff,yes,no_bias
1277,118,so,non,str,eff,no,no_bias
1278,118,so,ic1,str,cau,yes,no_bias
1279,118,so,ic1,sl,cau,no,no_bias
1280,118,if,ic2,sl,eff,no,no_bias
1281,118,if,ic2,str,eff,yes,no_bias
1282,118,if,ic2,sl,eff,yes,no_bias
1283,118,if,ic2,str,eff,no,no_bias
1284,118,and,ic2,str,,yes,no_bias
1285,118,and,ic2,sl,,no,no_bias
1286,118,so,ic1,sl,cau,yes,no_bias
1287,118,so,ic1,str,cau,no,no_bias
1288,118,if,non,str,eff,no,no_bias
1289,118,if,non,sl,eff,yes,no_bias
1290,118,and,ic1,sl,,no,no_bias
1291,118,and,ic1,str,,yes,no_bias
1292,118,and,ic2,str,,yes,no_bias
1293,118,and,ic2,sl,,no,no_bias
1294,118,if,non,str,eff,yes,no_bias
1295,118,if,non,sl,eff,no,no_bias
1296,119,if,ic2,sl,eff,yes,no_bias
1297,119,if,ic2,str,eff,yes,no_bias
1298,119,so,ic1,str,eff,no,no_bias
1299,119,so,ic1,sl,eff,yes,no_bias
1300,119,and,non,sl,,yes,no_bias
1301,119,and,non,str,,no,no_bias
1302,119,and,ic1,sl,,yes,no_bias
1303,119,and,ic1,str,,no,no_bias
1304,119,so,ic2,str,eff,yes,no_bias
1305,119,so,ic2,sl,eff,no,no_bias
1306,119,and,non,sl,,no,no_bias
1307,119,and,non,str,,yes,no_bias
1308,119,if,ic1,str,eff,yes,no_bias
1309,119,if,ic1,sl,eff,no,no_bias
1310,119,and,ic1,str,,no,no_bias
1311,119,and,ic1,sl,,yes,no_bias
1312,119,so,non,sl,cau,yes,no_bias
1313,119,so,non,str,cau,no,no_bias
1314,119,if,non,sl,eff,yes,no_bias
1315,119,if,non,str,eff,no,no_bias
1316,119,if,non,str,eff,yes,no_bias
1317,119,if,non,sl,eff,no,no_bias
1318,119,and,non,sl,,no,no_bias
1319,119,and,non,str,,yes,no_bias
1320,119,so,non,str,eff,no,no_bias
1321,119,so,non,sl,eff,yes,no_bias
1322,119,if,ic1,str,eff,no,no_bias
1323,119,if,ic1,sl,eff,yes,no_bias
1324,119,so,ic2,str,cau,no,no_bias
1325,119,so,ic2,sl,cau,yes,no_bias
1326,119,so,ic1,str,cau,no,no_bias
1327,119,so,ic1,sl,cau,yes,no_bias
1328,119,if,ic1,sl,eff,yes,no_bias
1329,119,if,ic1,str,eff,no,no_bias
1330,119,and,non,sl,,yes,no_bias
1331,119,and,non,str,,no,no_bias
1332,119,so,ic2,str,eff,no,no_bias
1333,119,so,ic2,sl,eff,yes,no_bias
1334,119,and,ic2,str,,no,no_bias
1335,119,and,ic2,sl,,yes,no_bias
1336,119,so,ic2,sl,cau,yes,no_bias
1337,119,so,ic2,str,cau,no,no_bias
1338,119,and,ic1,str,,yes,no_bias
1339,119,and,ic1,sl,,no,no_bias
1340,119,and,ic2,sl,,yes,no_bias
1341,119,and,ic2,str,,no,no_bias
1342,119,if,ic2,sl,eff,no,no_bias
1343,119,if,ic2,str,eff,yes,no_bias
1344,119,if,ic1,str,eff,no,no_bias
1345,119,if,ic1,sl,eff,yes,no_bias
1346,119,so,non,sl,cau,yes,no_bias
1347,119,so,non,str,cau,no,no_bias
1348,119,so,non,sl,eff,no,no_bias
1349,119,so,non,str,eff,yes,no_bias
1350,119,so,ic1,str,cau,yes,no_bias
1351,119,so,ic1,sl,cau,no,no_bias
1352,119,if,ic2,sl,eff,yes,no_bias
1353,119,if,ic2,str,eff,no,no_bias
1354,119,if,ic2,sl,eff,yes,no_bias
1355,119,if,ic2,str,eff,no,no_bias
1356,119,and,ic2,str,,yes,no_bias
1357,119,and,ic2,sl,,no,no_bias
1358,119,so,ic1,sl,cau,yes,no_bias
1359,119,so,ic1,str,cau,no,no_bias
1360,119,if,non,str,eff,no,no_bias
1361,119,if,non,sl,eff,yes,no_bias
1362,119,and,ic1,sl,,yes,no_bias
1363,119,and,ic1,str,,no,no_bias
1364,119,and,ic2,str,,no,no_bias
1365,119,and,ic2,sl,,yes,no_bias
1366,119,if,non,str,eff,no,no_bias
1367,119,if,non,sl,eff,yes,no_bias
1368,120,if,ic2,sl,eff,yes,no_bias
1369,120,if,ic2,str,eff,yes,no_bias
1370,120,so,ic1,str,eff,yes,no_bias
1371,120,so,ic1,sl,eff,yes,no_bias
1372,120,and,non,sl,,yes,no_bias
1373,120,and,non,str,,yes,no_bias
1374,120,and,ic1,sl,,yes,no_bias
1375,120,and,ic1,str,,no,no_bias
1376,120,so,ic2,str,eff,no,no_bias
1377,120,so,ic2,sl,eff,yes,no_bias
1378,120,and,non,sl,,yes,no_bias
1379,120,and,non,str,,no,no_bias
1380,120,if,ic1,str,eff,no,no_bias
1381,120,if,ic1,sl,eff,yes,no_bias
1382,120,and,ic1,str,,no,no_bias
1383,120,and,ic1,sl,,yes,no_bias
1384,120,so,non,sl,cau,yes,no_bias
1385,120,so,non,str,cau,yes,no_bias
1386,120,if,non,sl,eff,yes,no_bias
1387,120,if,non,str,eff,yes,no_bias
1388,120,if,non,str,eff,no,no_bias
1389,120,if,non,sl,eff,yes,no_bias
1390,120,and,non,sl,,yes,no_bias
1391,120,and,non,str,,no,no_bias
1392,120,so,non,str,eff,yes,no_bias
1393,120,so,non,sl,eff,yes,no_bias
1394,120,if,ic1,str,eff,yes,no_bias
1395,120,if,ic1,sl,eff,yes,no_bias
1396,120,so,ic2,str,cau,yes,no_bias
1397,120,so,ic2,sl,cau,yes,no_bias
1398,120,so,ic1,str,cau,no,no_bias
1399,120,so,ic1,sl,cau,yes,no_bias
1400,120,if,ic1,sl,eff,yes,no_bias
1401,120,if,ic1,str,eff,no,no_bias
1402,120,and,non,sl,,yes,no_bias
1403,120,and,non,str,,no,no_bias
1404,120,so,ic2,str,eff,yes,no_bias
1405,120,so,ic2,sl,eff,no,no_bias
1406,120,and,ic2,str,,yes,no_bias
1407,120,and,ic2,sl,,yes,no_bias
1408,120,so,ic2,sl,cau,yes,no_bias
1409,120,so,ic2,str,cau,yes,no_bias
1410,120,and,ic1,str,,no,no_bias
1411,120,and,ic1,sl,,yes,no_bias
1412,120,and,ic2,sl,,yes,no_bias
1413,120,and,ic2,str,,yes,no_bias
1414,120,if,ic2,sl,eff,no,no_bias
1415,120,if,ic2,str,eff,yes,no_bias
1416,120,if,ic1,str,eff,no,no_bias
1417,120,if,ic1,sl,eff,yes,no_bias
1418,120,so,non,sl,cau,yes,no_bias
1419,120,so,non,str,cau,no,no_bias
1420,120,so,non,sl,eff,yes,no_bias
1421,120,so,non,str,eff,no,no_bias
1422,120,so,ic1,str,cau,no,no_bias
1423,120,so,ic1,sl,cau,yes,no_bias
1424,120,if,ic2,sl,eff,yes,no_bias
1425,120,if,ic2,str,eff,yes,no_bias
1426,120,if,ic2,sl,eff,no,no_bias
1427,120,if,ic2,str,eff,yes,no_bias
1428,120,and,ic2,str,,yes,no_bias
1429,120,and,ic2,sl,,yes,no_bias
1430,120,so,ic1,sl,cau,yes,no_bias
1431,120,so,ic1,str,cau,no,no_bias
1432,120,if,non,str,eff,no,no_bias
1433,120,if,non,sl,eff,yes,no_bias
1434,120,and,ic1,sl,,yes,no_bias
1435,120,and,ic1,str,,yes,no_bias
1436,120,and,ic2,str,,yes,no_bias
1437,120,and,ic2,sl,,yes,no_bias
1438,120,if,non,str,eff,no,no_bias
1439,120,if,non,sl,eff,yes,no_bias
1440,121,if,ic2,sl,eff,yes,no_bias
1441,121,if,ic2,str,eff,yes,no_bias
1442,121,so,ic1,str,eff,no,no_bias
1443,121,so,ic1,sl,eff,yes,no_bias
1444,121,and,non,sl,,yes,no_bias
1445,121,and,non,str,,no,no_bias
1446,121,and,ic1,sl,,yes,no_bias
1447,121,and,ic1,str,,no,no_bias
1448,121,so,ic2,str,eff,no,no_bias
1449,121,so,ic2,sl,eff,yes,no_bias
1450,121,and,non,sl,,yes,no_bias
1451,121,and,non,str,,no,no_bias
1452,121,if,ic1,str,eff,no,no_bias
1453,121,if,ic1,sl,eff,yes,no_bias
1454,121,and,ic1,str,,no,no_bias
1455,121,and,ic1,sl,,yes,no_bias
1456,121,so,non,sl,cau,yes,no_bias
1457,121,so,non,str,cau,yes,no_bias
1458,121,if,non,sl,eff,yes,no_bias
1459,121,if,non,str,eff,no,no_bias
1460,121,if,non,str,eff,no,no_bias
1461,121,if,non,sl,eff,yes,no_bias
1462,121,and,non,sl,,yes,no_bias
1463,121,and,non,str,,no,no_bias
1464,121,so,non,str,eff,no,no_bias
1465,121,so,non,sl,eff,yes,no_bias
1466,121,if,ic1,str,eff,no,no_bias
1467,121,if,ic1,sl,eff,yes,no_bias
1468,121,so,ic2,str,cau,yes,no_bias
1469,121,so,ic2,sl,cau,yes,no_bias
1470,121,so,ic1,str,cau,no,no_bias
1471,121,so,ic1,sl,cau,yes,no_bias
1472,121,if,ic1,sl,eff,yes,no_bias
1473,121,if,ic1,str,eff,no,no_bias
1474,121,and,non,sl,,yes,no_bias
1475,121,and,non,str,,no,no_bias
1476,121,so,ic2,str,eff,no,no_bias
1477,121,so,ic2,sl,eff,yes,no_bias
1478,121,and,ic2,str,,yes,no_bias
1479,121,and,ic2,sl,,yes,no_bias
1480,121,so,ic2,sl,cau,yes,no_bias
1481,121,so,ic2,str,cau,yes,no_bias
1482,121,and,ic1,str,,no,no_bias
1483,121,and,ic1,sl,,yes,no_bias
1484,121,and,ic2,sl,,yes,no_bias
1485,121,and,ic2,str,,no,no_bias
1486,121,if,ic2,sl,eff,no,no_bias
1487,121,if,ic2,str,eff,no,no_bias
1488,121,if,ic1,str,eff,no,no_bias
1489,121,if,ic1,sl,eff,yes,no_bias
1490,121,so,non,sl,cau,yes,no_bias
1491,121,so,non,str,cau,no,no_bias
1492,121,so,non,sl,eff,yes,no_bias
1493,121,so,non,str,eff,no,no_bias
1494,121,so,ic1,str,cau,no,no_bias
1495,121,so,ic1,sl,cau,yes,no_bias
1496,121,if,ic2,sl,eff,yes,no_bias
1497,121,if,ic2,str,eff,yes,no_bias
1498,121,if,ic2,sl,eff,yes,no_bias
1499,121,if,ic2,str,eff,no,no_bias
1500,121,and,ic2,str,,no,no_bias
1501,121,and,ic2,sl,,yes,no_bias
1502,121,so,ic1,sl,cau,yes,no_bias
1503,121,so,ic1,str,cau,no,no_bias
1504,121,if,non,str,eff,no,no_bias
1505,121,if,non,sl,eff,yes,no_bias
1506,121,and,ic1,sl,,yes,no_bias
1507,121,and,ic1,str,,no,no_bias
1508,121,and,ic2,str,,yes,no_bias
1509,121,and,ic2,sl,,yes,no_bias
1510,121,if,non,str,eff,no,no_bias
1511,121,if,non,sl,eff,yes,no_bias
1512,1121,if,ic2,sl,eff,yes,bias
1513,1121,if,ic2,str,eff,no,bias
1514,1121,so,ic1,str,eff,yes,bias
1515,1121,so,ic1,sl,eff,no,bias
1516,1121,and,non,sl,,no,bias
1517,1121,and,non,str,,yes,bias
1518,1121,and,ic1,sl,,yes,bias
1519,1121,and,ic1,str,,no,bias
1520,1121,so,ic2,str,eff,no,bias
1521,1121,so,ic2,sl,eff,yes,bias
1522,1121,and,non,sl,,yes,bias
1523,1121,and,non,str,,no,bias
1524,1121,if,ic1,str,eff,yes,bias
1525,1121,if,ic1,sl,eff,no,bias
1526,1121,and,ic1,str,,no,bias
1527,1121,and,ic1,sl,,yes,bias
1528,1121,so,non,sl,cau,yes,bias
1529,1121,so,non,str,cau,no,bias
1530,1121,if,non,sl,eff,yes,bias
1531,1121,if,non,str,eff,no,bias
1532,1121,if,non,str,eff,no,bias
1533,1121,if,non,sl,eff,yes,bias
1534,1121,and,non,sl,,yes,bias
1535,1121,and,non,str,,no,bias
1536,1121,so,non,str,eff,no,bias
1537,1121,so,non,sl,eff,yes,bias
1538,1121,if,ic1,str,eff,no,bias
1539,1121,if,ic1,sl,eff,yes,bias
1540,1121,so,ic2,str,cau,yes,bias
1541,1121,so,ic2,sl,cau,no,bias
1542,1121,so,ic1,str,cau,no,bias
1543,1121,so,ic1,sl,cau,yes,bias
1544,1121,if,ic1,sl,eff,yes,bias
1545,1121,if,ic1,str,eff,no,bias
1546,1121,and,non,sl,,no,bias
1547,1121,and,non,str,,yes,bias
1548,1121,so,ic2,str,eff,yes,bias
1549,1121,so,ic2,sl,eff,no,bias
1550,1121,and,ic2,str,,yes,bias
1551,1121,and,ic2,sl,,yes,bias
1552,1121,so,ic2,sl,cau,no,bias
1553,1121,so,ic2,str,cau,yes,bias
1554,1121,and,ic1,str,,yes,bias
1555,1121,and,ic1,sl,,no,bias
1556,1121,and,ic2,sl,,no,bias
1557,1121,and,ic2,str,,yes,bias
1558,1121,if,ic2,sl,eff,no,bias
1559,1121,if,ic2,str,eff,yes,bias
1560,1121,if,ic1,str,eff,yes,bias
1561,1121,if,ic1,sl,eff,no,bias
1562,1121,so,non,sl,cau,no,bias
1563,1121,so,non,str,cau,yes,bias
1564,1121,so,non,sl,eff,no,bias
1565,1121,so,non,str,eff,yes,bias
1566,1121,so,ic1,str,cau,yes,bias
1567,1121,so,ic1,sl,cau,no,bias
1568,1121,if,ic2,sl,eff,no,bias
1569,1121,if,ic2,str,eff,yes,bias
1570,1121,if,ic2,sl,eff,no,bias
1571,1121,if,ic2,str,eff,yes,bias
1572,1121,and,ic2,str,,yes,bias
1573,1121,and,ic2,sl,,no,bias
1574,1121,so,ic1,sl,cau,no,bias
1575,1121,so,ic1,str,cau,yes,bias
1576,1121,if,non,str,eff,yes,bias
1577,1121,if,non,sl,eff,no,bias
1578,1121,and,ic1,sl,,no,bias
1579,1121,and,ic1,str,,yes,bias
1580,1121,and,ic2,str,,yes,bias
1581,1121,and,ic2,sl,,no,bias
1582,1121,if,non,str,eff,yes,bias
1583,1121,if,non,sl,eff,no,bias
1584,1122,if,ic2,sl,eff,yes,bias
1585,1122,if,ic2,str,eff,no,bias
1586,1122,so,ic1,str,eff,no,bias
1587,1122,so,ic1,sl,eff,yes,bias
1588,1122,and,non,sl,,yes,bias
1589,1122,and,non,str,,no,bias
1590,1122,and,ic1,sl,,yes,bias
1591,1122,and,ic1,str,,no,bias
1592,1122,so,ic2,str,eff,no,bias
1593,1122,so,ic2,sl,eff,yes,bias
1594,1122,and,non,sl,,no,bias
1595,1122,and,non,str,,no,bias
1596,1122,if,ic1,str,eff,no,bias
1597,1122,if,ic1,sl,eff,yes,bias
1598,1122,and,ic1,str,,no,bias
1599,1122,and,ic1,sl,,yes,bias
1600,1122,so,non,sl,cau,yes,bias
1601,1122,so,non,str,cau,no,bias
1602,1122,if,non,sl,eff,yes,bias
1603,1122,if,non,str,eff,no,bias
1604,1122,if,non,str,eff,no,bias
1605,1122,if,non,sl,eff,yes,bias
1606,1122,and,non,sl,,yes,bias
1607,1122,and,non,str,,no,bias
1608,1122,so,non,str,eff,no,bias
1609,1122,so,non,sl,eff,yes,bias
1610,1122,if,ic1,str,eff,no,bias
1611,1122,if,ic1,sl,eff,yes,bias
1612,1122,so,ic2,str,cau,yes,bias
1613,1122,so,ic2,sl,cau,yes,bias
1614,1122,so,ic1,str,cau,yes,bias
1615,1122,so,ic1,sl,cau,no,bias
1616,1122,if,ic1,sl,eff,yes,bias
1617,1122,if,ic1,str,eff,no,bias
1618,1122,and,non,sl,,yes,bias
1619,1122,and,non,str,,no,bias
1620,1122,so,ic2,str,eff,yes,bias
1621,1122,so,ic2,sl,eff,no,bias
1622,1122,and,ic2,str,,no,bias
1623,1122,and,ic2,sl,,yes,bias
1624,1122,so,ic2,sl,cau,yes,bias
1625,1122,so,ic2,str,cau,yes,bias
1626,1122,and,ic1,str,,yes,bias
1627,1122,and,ic1,sl,,no,bias
1628,1122,and,ic2,sl,,yes,bias
1629,1122,and,ic2,str,,yes,bias
1630,1122,if,ic2,sl,eff,no,bias
1631,1122,if,ic2,str,eff,yes,bias
1632,1122,if,ic1,str,eff,no,bias
1633,1122,if,ic1,sl,eff,yes,bias
1634,1122,so,non,sl,cau,no,bias
1635,1122,so,non,str,cau,no,bias
1636,1122,so,non,sl,eff,no,bias
1637,1122,so,non,str,eff,yes,bias
1638,1122,so,ic1,str,cau,yes,bias
1639,1122,so,ic1,sl,cau,no,bias
1640,1122,if,ic2,sl,eff,yes,bias
1641,1122,if,ic2,str,eff,yes,bias
1642,1122,if,ic2,sl,eff,yes,bias
1643,1122,if,ic2,str,eff,yes,bias
1644,1122,and,ic2,str,,yes,bias
1645,1122,and,ic2,sl,,no,bias
1646,1122,so,ic1,sl,cau,yes,bias
1647,1122,so,ic1,str,cau,yes,bias
1648,1122,if,non,str,eff,no,bias
1649,1122,if,non,sl,eff,yes,bias
1650,1122,and,ic1,sl,,yes,bias
1651,1122,and,ic1,str,,no,bias
1652,1122,and,ic2,str,,yes,bias
1653,1122,and,ic2,sl,,no,bias
1654,1122,if,non,str,eff,no,bias
1655,1122,if,non,sl,eff,no,bias
1656,1123,if,ic2,sl,eff,no,bias
1657,1123,if,ic2,str,eff,yes,bias
1658,1123,so,ic1,str,eff,yes,bias
1659,1123,so,ic1,sl,eff,no,bias
1660,1123,and,non,sl,,yes,bias
1661,1123,and,non,str,,no,bias
1662,1123,and,ic1,sl,,yes,bias
1663,1123,and,ic1,str,,no,bias
1664,1123,so,ic2,str,eff,no,bias
1665,1123,so,ic2,sl,eff,yes,bias
1666,1123,and,non,sl,,yes,bias
1667,1123,and,non,str,,no,bias
1668,1123,if,ic1,str,eff,no,bias
1669,1123,if,ic1,sl,eff,yes,bias
1670,1123,and,ic1,str,,no,bias
1671,1123,and,ic1,sl,,yes,bias
1672,1123,so,non,sl,cau,yes,bias
1673,1123,so,non,str,cau,no,bias
1674,1123,if,non,sl,eff,yes,bias
1675,1123,if,non,str,eff,no,bias
1676,1123,if,non,str,eff,no,bias
1677,1123,if,non,sl,eff,yes,bias
1678,1123,and,non,sl,,no,bias
1679,1123,and,non,str,,yes,bias
1680,1123,so,non,str,eff,no,bias
1681,1123,so,non,sl,eff,yes,bias
1682,1123,if,ic1,str,eff,no,bias
1683,1123,if,ic1,sl,eff,yes,bias
1684,1123,so,ic2,str,cau,no,bias
1685,1123,so,ic2,sl,cau,yes,bias
1686,1123,so,ic1,str,cau,no,bias
1687,1123,so,ic1,sl,cau,yes,bias
1688,1123,if,ic1,sl,eff,yes,bias
1689,1123,if,ic1,str,eff,no,bias
1690,1123,and,non,sl,,yes,bias
1691,1123,and,non,str,,no,bias
1692,1123,so,ic2,str,eff,no,bias
1693,1123,so,ic2,sl,eff,yes,bias
1694,1123,and,ic2,str,,no,bias
1695,1123,and,ic2,sl,,yes,bias
1696,1123,so,ic2,sl,cau,yes,bias
1697,1123,so,ic2,str,cau,no,bias
1698,1123,and,ic1,str,,yes,bias
1699,1123,and,ic1,sl,,no,bias
1700,1123,and,ic2,sl,,no,bias
1701,1123,and,ic2,str,,yes,bias
1702,1123,if,ic2,sl,eff,yes,bias
1703,1123,if,ic2,str,eff,no,bias
1704,1123,if,ic1,str,eff,no,bias
1705,1123,if,ic1,sl,eff,yes,bias
1706,1123,so,non,sl,cau,yes,bias
1707,1123,so,non,str,cau,no,bias
1708,1123,so,non,sl,eff,yes,bias
1709,1123,so,non,str,eff,no,bias
1710,1123,so,ic1,str,cau,yes,bias
1711,1123,so,ic1,sl,cau,no,bias
1712,1123,if,ic2,sl,eff,no,bias
1713,1123,if,ic2,str,eff,yes,bias
1714,1123,if,ic2,sl,eff,no,bias
1715,1123,if,ic2,str,eff,yes,bias
1716,1123,and,ic2,str,,no,bias
1717,1123,and,ic2,sl,,yes,bias
1718,1123,so,ic1,sl,cau,no,bias
1719,1123,so,ic1,str,cau,yes,bias
1720,1123,if,non,str,eff,yes,bias
1721,1123,if,non,sl,eff,no,bias
1722,1123,and,ic1,sl,,no,bias
1723,1123,and,ic1,str,,yes,bias
1724,1123,and,ic2,str,,no,bias
1725,1123,and,ic2,sl,,yes,bias
1726,1123,if,non,str,eff,yes,bias
1727,1123,if,non,sl,eff,no,bias
1728,1124,if,ic2,sl,eff,yes,bias
1729,1124,if,ic2,str,eff,yes,bias
1730,1124,so,ic1,str,eff,yes,bias
1731,1124,so,ic1,sl,eff,no,bias
1732,1124,and,non,sl,,yes,bias
1733,1124,and,non,str,,no,bias
1734,1124,and,ic1,sl,,yes,bias
1735,1124,and,ic1,str,,no,bias
1736,1124,so,ic2,str,eff,no,bias
1737,1124,so,ic2,sl,eff,yes,bias
1738,1124,and,non,sl,,yes,bias
1739,1124,and,non,str,,no,bias
1740,1124,if,ic1,str,eff,yes,bias
1741,1124,if,ic1,sl,eff,no,bias
1742,1124,and,ic1,str,,no,bias
1743,1124,and,ic1,sl,,yes,bias
1744,1124,so,non,sl,cau,yes,bias
1745,1124,so,non,str,cau,no,bias
1746,1124,if,non,sl,eff,yes,bias
1747,1124,if,non,str,eff,no,bias
1748,1124,if,non,str,eff,no,bias
1749,1124,if,non,sl,eff,yes,bias
1750,1124,and,non,sl,,yes,bias
1751,1124,and,non,str,,no,bias
1752,1124,so,non,str,eff,no,bias
1753,1124,so,non,sl,eff,yes,bias
1754,1124,if,ic1,str,eff,yes,bias
1755,1124,if,ic1,sl,eff,no,bias
1756,1124,so,ic2,str,cau,yes,bias
1757,1124,so,ic2,sl,cau,no,bias
1758,1124,so,ic1,str,cau,no,bias
1759,1124,so,ic1,sl,cau,yes,bias
1760,1124,if,ic1,sl,eff,yes,bias
1761,1124,if,ic1,str,eff,no,bias
1762,1124,and,non,sl,,yes,bias
1763,1124,and,non,str,,no,bias
1764,1124,so,ic2,str,eff,no,bias
1765,1124,so,ic2,sl,eff,yes,bias
1766,1124,and,ic2,str,,yes,bias
1767,1124,and,ic2,sl,,no,bias
1768,1124,so,ic2,sl,cau,yes,bias
1769,1124,so,ic2,str,cau,no,bias
1770,1124,and,ic1,str,,yes,bias
1771,1124,and,ic1,sl,,no,bias
1772,1124,and,ic2,sl,,yes,bias
1773,1124,and,ic2,str,,no,bias
1774,1124,if,ic2,sl,eff,yes,bias
1775,1124,if,ic2,str,eff,no,bias
1776,1124,if,ic1,str,eff,no,bias
1777,1124,if,ic1,sl,eff,yes,bias
1778,1124,so,non,sl,cau,yes,bias
1779,1124,so,non,str,cau,no,bias
1780,1124,so,non,sl,eff,no,bias
1781,1124,so,non,str,eff,yes,bias
1782,1124,so,ic1,str,cau,no,bias
1783,1124,so,ic1,sl,cau,yes,bias
1784,1124,if,ic2,sl,eff,yes,bias
1785,1124,if,ic2,str,eff,no,bias
1786,1124,if,ic2,sl,eff,yes,bias
1787,1124,if,ic2,str,eff,no,bias
1788,1124,and,ic2,str,,no,bias
1789,1124,and,ic2,sl,,yes,bias
1790,1124,so,ic1,sl,cau,yes,bias
1791,1124,so,ic1,str,cau,no,bias
1792,1124,if,non,str,eff,no,bias
1793,1124,if,non,sl,eff,yes,bias
1794,1124,and,ic1,sl,,yes,bias
1795,1124,and,ic1,str,,no,bias
1796,1124,and,ic2,str,,yes,bias
1797,1124,and,ic2,sl,,no,bias
1798,1124,if,non,str,eff,yes,bias
1799,1124,if,non,sl,eff,no,bias
1800,1125,if,ic2,sl,eff,yes,bias
1801,1125,if,ic2,str,eff,no,bias
1802,1125,so,ic1,str,eff,yes,bias
1803,1125,so,ic1,sl,eff,no,bias
1804,1125,and,non,sl,,yes,bias
1805,1125,and,non,str,,no,bias
1806,1125,and,ic1,sl,,yes,bias
1807,1125,and,ic1,str,,no,bias
1808,1125,so,ic2,str,eff,yes,bias
1809,1125,so,ic2,sl,eff,no,bias
1810,1125,and,non,sl,,yes,bias
1811,1125,and,non,str,,no,bias
1812,1125,if,ic1,str,eff,yes,bias
1813,1125,if,ic1,sl,eff,no,bias
1814,1125,and,ic1,str,,no,bias
1815,1125,and,ic1,sl,,yes,bias
1816,1125,so,non,sl,cau,yes,bias
1817,1125,so,non,str,cau,no,bias
1818,1125,if,non,sl,eff,yes,bias
1819,1125,if,non,str,eff,no,bias
1820,1125,if,non,str,eff,no,bias
1821,1125,if,non,sl,eff,yes,bias
1822,1125,and,non,sl,,yes,bias
1823,1125,and,non,str,,no,bias
1824,1125,so,non,str,eff,no,bias
1825,1125,so,non,sl,eff,yes,bias
1826,1125,if,ic1,str,eff,no,bias
1827,1125,if,ic1,sl,eff,yes,bias
1828,1125,so,ic2,str,cau,yes,bias
1829,1125,so,ic2,sl,cau,no,bias
1830,1125,so,ic1,str,cau,no,bias
1831,1125,so,ic1,sl,cau,no,bias
1832,1125,if,ic1,sl,eff,yes,bias
1833,1125,if,ic1,str,eff,no,bias
1834,1125,and,non,sl,,yes,bias
1835,1125,and,non,str,,no,bias
1836,1125,so,ic2,str,eff,yes,bias
1837,1125,so,ic2,sl,eff,no,bias
1838,1125,and,ic2,str,,yes,bias
1839,1125,and,ic2,sl,,no,bias
1840,1125,so,ic2,sl,cau,no,bias
1841,1125,so,ic2,str,cau,no,bias
1842,1125,and,ic1,str,,yes,bias
1843,1125,and,ic1,sl,,no,bias
1844,1125,and,ic2,sl,,yes,bias
1845,1125,and,ic2,str,,no,bias
1846,1125,if,ic2,sl,eff,yes,bias
1847,1125,if,ic2,str,eff,no,bias
1848,1125,if,ic1,str,eff,no,bias
1849,1125,if,ic1,sl,eff,yes,bias
1850,1125,so,non,sl,cau,yes,bias
1851,1125,so,non,str,cau,no,bias
1852,1125,so,non,sl,eff,no,bias
1853,1125,so,non,str,eff,no,bias
1854,1125,so,ic1,str,cau,yes,bias
1855,1125,so,ic1,sl,cau,no,bias
1856,1125,if,ic2,sl,eff,no,bias
1857,1125,if,ic2,str,eff,yes,bias
1858,1125,if,ic2,sl,eff,yes,bias
1859,1125,if,ic2,str,eff,no,bias
1860,1125,and,ic2,str,,no,bias
1861,1125,and,ic2,sl,,yes,bias
1862,1125,so,ic1,sl,cau,yes,bias
1863,1125,so,ic1,str,cau,no,bias
1864,1125,if,non,str,eff,yes,bias
1865,1125,if,non,sl,eff,no,bias
1866,1125,and,ic1,sl,,yes,bias
1867,1125,and,ic1,str,,yes,bias
1868,1125,and,ic2,str,,yes,bias
1869,1125,and,ic2,sl,,yes,bias
1870,1125,if,non,str,eff,yes,bias
1871,1125,if,non,sl,eff,no,bias
1872,1126,if,ic2,sl,eff,yes,bias
1873,1126,if,ic2,str,eff,no,bias
1874,1126,so,ic1,str,eff,no,bias
1875,1126,so,ic1,sl,eff,no,bias
1876,1126,and,non,sl,,yes,bias
1877,1126,and,non,str,,no,bias
1878,1126,and,ic1,sl,,yes,bias
1879,1126,and,ic1,str,,yes,bias
1880,1126,so,ic2,str,eff,yes,bias
1881,1126,so,ic2,sl,eff,yes,bias
1882,1126,and,non,sl,,no,bias
1883,1126,and,non,str,,no,bias
1884,1126,if,ic1,str,eff,yes,bias
1885,1126,if,ic1,sl,eff,no,bias
1886,1126,and,ic1,str,,no,bias
1887,1126,and,ic1,sl,,no,bias
1888,1126,so,non,sl,cau,no,bias
1889,1126,so,non,str,cau,yes,bias
1890,1126,if,non,sl,eff,yes,bias
1891,1126,if,non,str,eff,yes,bias
1892,1126,if,non,str,eff,yes,bias
1893,1126,if,non,sl,eff,yes,bias
1894,1126,and,non,sl,,no,bias
1895,1126,and,non,str,,yes,bias
1896,1126,so,non,str,eff,yes,bias
1897,1126,so,non,sl,eff,no,bias
1898,1126,if,ic1,str,eff,yes,bias
1899,1126,if,ic1,sl,eff,no,bias
1900,1126,so,ic2,str,cau,yes,bias
1901,1126,so,ic2,sl,cau,no,bias
